,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Date,Team,Opponent
4049,Sead KolaÅ¡inac,31.0,ba BIH,"LB,WB",24-165,76.0,33.0,43.0,76.7,534.0,87.0,15.0,17.0,88.2,17.0,22.0,77.3,0.0,2.0,0.0,0,0.0,1.0,2.0,0.0,0.0,3.0,12/02/2017,Arsenal,Manchester Utd
4050,Olivier Giroud,12.0,fr FRA,FW,31-063,14.0,1.0,6.0,16.7,20.0,19.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2017,Arsenal,Manchester Utd
4051,HÃ©ctor BellerÃ­n,24.0,es ESP,"RB,WB",22-258,90.0,51.0,56.0,91.1,899.0,393.0,23.0,24.0,95.8,21.0,23.0,91.3,6.0,7.0,85.7,0,0.0,1.0,6.0,0.0,0.0,6.0,12/02/2017,Arsenal,Manchester Utd
4052,Nacho Monreal,18.0,es ESP,CB,31-279,90.0,57.0,62.0,91.9,1228.0,572.0,12.0,13.0,92.3,33.0,35.0,94.3,11.0,11.0,100.0,0,0.0,1.0,8.0,1.0,0.0,9.0,12/02/2017,Arsenal,Manchester Utd
4053,Shkodran Mustafi,20.0,de GER,CB,25-229,15.0,4.0,8.0,50.0,101.0,38.0,1.0,3.0,33.3,2.0,3.0,66.7,1.0,2.0,50.0,0,0.0,0.0,1.0,0.0,0.0,0.0,12/02/2017,Arsenal,Manchester Utd
4054,Alex Iwobi,17.0,ng NGA,"RM,LB,DM",21-213,75.0,49.0,56.0,87.5,834.0,214.0,23.0,24.0,95.8,20.0,24.0,83.3,5.0,6.0,83.3,0,0.5,4.0,5.0,7.0,1.0,11.0,12/02/2017,Arsenal,Manchester Utd
4055,Laurent Koscielny,6.0,fr FRA,CB,32-083,90.0,57.0,63.0,90.5,1134.0,453.0,18.0,18.0,100.0,33.0,36.0,91.7,6.0,9.0,66.7,0,0.2,3.0,1.0,0.0,0.0,3.0,12/02/2017,Arsenal,Manchester Utd
4056,Petr Äech,33.0,cz CZE,GK,35-196,90.0,16.0,19.0,84.2,387.0,187.0,3.0,3.0,100.0,9.0,9.0,100.0,4.0,7.0,57.1,0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2017,Arsenal,Manchester Utd
4057,Romelu Lukaku,9.0,be BEL,FW,24-203,90.0,11.0,18.0,61.1,187.0,61.0,4.0,4.0,100.0,7.0,12.0,58.3,0.0,0.0,,0,0.0,0.0,1.0,2.0,0.0,3.0,12/02/2017,Manchester Utd,Arsenal
4058,Anthony Martial,11.0,fr FRA,LW,21-362,67.0,17.0,20.0,85.0,271.0,107.0,10.0,12.0,83.3,6.0,7.0,85.7,1.0,1.0,100.0,1,0.7,2.0,3.0,1.0,0.0,3.0,12/02/2017,Manchester Utd,Arsenal
4059,Ander Herrera,21.0,es ESP,"CM,LW",28-110,23.0,4.0,8.0,50.0,93.0,47.0,2.0,2.0,100.0,0.0,1.0,0.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2017,Manchester Utd,Arsenal
4060,Jesse Lingard,14.0,eng ENG,RW,24-352,76.0,14.0,18.0,77.8,209.0,43.0,7.0,9.0,77.8,5.0,7.0,71.4,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,2.0,12/02/2017,Manchester Utd,Arsenal
4061,Matteo Darmian,36.0,it ITA,"WB,RW",28-000,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,12/02/2017,Manchester Utd,Arsenal
4062,Nemanja MatiÄ,31.0,rs SRB,DM,29-123,90.0,16.0,29.0,55.2,311.0,129.0,1.0,4.0,25.0,15.0,19.0,78.9,0.0,6.0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,12/02/2017,Manchester Utd,Arsenal
4063,Paul Pogba,6.0,fr FRA,"DM,AM",24-262,73.0,18.0,24.0,75.0,358.0,86.0,11.0,14.0,78.6,4.0,6.0,66.7,3.0,3.0,100.0,2,1.0,2.0,2.0,1.0,0.0,3.0,12/02/2017,Manchester Utd,Arsenal
4064,Ashley Young,18.0,eng ENG,WB,32-146,90.0,16.0,26.0,61.5,330.0,163.0,6.0,10.0,60.0,7.0,9.0,77.8,3.0,4.0,75.0,0,0.1,1.0,0.0,0.0,0.0,0.0,12/02/2017,Manchester Utd,Arsenal
4065,Marcus Rashford,19.0,eng ENG,WB,20-032,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2017,Manchester Utd,Arsenal
4066,Antonio Valencia,25.0,ec ECU,"WB,CM",32-120,90.0,22.0,27.0,81.5,386.0,207.0,13.0,14.0,92.9,6.0,8.0,75.0,3.0,5.0,60.0,0,0.0,0.0,3.0,1.0,1.0,1.0,12/02/2017,Manchester Utd,Arsenal
4067,Marcos Rojo,5.0,ar ARG,CB,27-257,90.0,9.0,16.0,56.3,238.0,135.0,2.0,2.0,100.0,5.0,7.0,71.4,2.0,7.0,28.6,0,0.0,0.0,1.0,0.0,0.0,0.0,12/02/2017,Manchester Utd,Arsenal
4068,Chris Smalling,12.0,eng ENG,CB,28-010,90.0,7.0,11.0,63.6,180.0,92.0,0.0,0.0,,6.0,7.0,85.7,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2017,Manchester Utd,Arsenal
4069,Victor LindelÃ¶f,2.0,se SWE,CB,23-138,90.0,10.0,12.0,83.3,197.0,70.0,1.0,2.0,50.0,9.0,10.0,90.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,1.0,12/02/2017,Manchester Utd,Arsenal
4070,David de Gea,1.0,es ESP,GK,27-025,90.0,5.0,15.0,33.3,303.0,246.0,0.0,0.0,,0.0,0.0,,5.0,15.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,12/02/2017,Manchester Utd,Arsenal
4071,Jermain Defoe,18.0,eng ENG,FW,35-057,69.0,9.0,12.0,75.0,137.0,40.0,7.0,9.0,77.8,0.0,0.0,,2.0,2.0,100.0,0,0.1,2.0,0.0,1.0,0.0,1.0,12/03/2017,Bournemouth,Southampton
4072,Callum Wilson,13.0,eng ENG,FW,25-279,21.0,7.0,7.0,100.0,105.0,0.0,5.0,5.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,1.0,0.0,0.0,0.0,0.0,12/03/2017,Bournemouth,Southampton
4073,Joshua King,17.0,no NOR,AM,25-322,90.0,14.0,20.0,70.0,166.0,33.0,8.0,9.0,88.9,4.0,7.0,57.1,0.0,0.0,,0,0.0,0.0,1.0,1.0,0.0,2.0,12/03/2017,Bournemouth,Southampton
4074,Ryan Fraser,24.0,sco SCO,LM,23-282,90.0,27.0,42.0,64.3,470.0,168.0,12.0,18.0,66.7,12.0,16.0,75.0,3.0,5.0,60.0,0,0.1,1.0,3.0,2.0,0.0,7.0,12/03/2017,Bournemouth,Southampton
4075,Benik Afobe,9.0,cd COD,LM,24-294,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,12/03/2017,Bournemouth,Southampton
4076,Lewis Cook,16.0,eng ENG,CM,20-303,90.0,45.0,54.0,83.3,817.0,182.0,20.0,22.0,90.9,19.0,23.0,82.6,6.0,8.0,75.0,0,0.0,1.0,5.0,0.0,0.0,6.0,12/03/2017,Bournemouth,Southampton
4077,Junior Stanislas,19.0,eng ENG,RM,28-007,69.0,17.0,26.0,65.4,241.0,76.0,9.0,12.0,75.0,8.0,12.0,66.7,0.0,2.0,0.0,0,0.0,2.0,0.0,1.0,0.0,2.0,12/03/2017,Bournemouth,Southampton
4078,Jordon Ibe,33.0,eng ENG,RM,21-360,21.0,11.0,12.0,91.7,232.0,76.0,3.0,3.0,100.0,7.0,7.0,100.0,1.0,2.0,50.0,0,0.1,1.0,1.0,1.0,0.0,2.0,12/03/2017,Bournemouth,Southampton
4079,Andrew Surman,6.0,eng ENG,DM,31-105,90.0,56.0,57.0,98.2,1125.0,294.0,19.0,19.0,100.0,28.0,29.0,96.6,8.0,8.0,100.0,1,0.2,1.0,5.0,4.0,0.0,10.0,12/03/2017,Bournemouth,Southampton
4080,Charlie Daniels,11.0,eng ENG,LB,31-087,90.0,52.0,67.0,77.6,847.0,378.0,28.0,29.0,96.6,20.0,26.0,76.9,3.0,11.0,27.3,0,0.1,1.0,2.0,3.0,1.0,4.0,12/03/2017,Bournemouth,Southampton
4081,Nathan AkÃ©,5.0,nl NED,CB,22-288,90.0,36.0,40.0,90.0,775.0,262.0,12.0,13.0,92.3,18.0,21.0,85.7,6.0,6.0,100.0,0,0.0,0.0,6.0,0.0,0.0,3.0,12/03/2017,Bournemouth,Southampton
4082,Simon Francis,2.0,eng ENG,CB,32-290,90.0,49.0,61.0,80.3,1321.0,528.0,7.0,8.0,87.5,27.0,31.0,87.1,15.0,22.0,68.2,0,0.0,0.0,6.0,0.0,0.0,6.0,12/03/2017,Bournemouth,Southampton
4083,Adam Smith,15.0,eng ENG,RB,26-218,90.0,39.0,49.0,79.6,712.0,205.0,18.0,20.0,90.0,18.0,20.0,90.0,3.0,7.0,42.9,0,0.4,2.0,0.0,1.0,1.0,1.0,12/03/2017,Bournemouth,Southampton
4084,Asmir BegoviÄ,27.0,ba BIH,GK,30-166,90.0,17.0,33.0,51.5,567.0,371.0,1.0,1.0,100.0,11.0,11.0,100.0,5.0,21.0,23.8,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,Bournemouth,Southampton
4085,Charlie Austin,10.0,eng ENG,FW,28-151,90.0,11.0,21.0,52.4,178.0,33.0,7.0,10.0,70.0,2.0,8.0,25.0,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,12/03/2017,Southampton,Bournemouth
4086,Sofiane Boufal,19.0,ma MAR,LW,24-077,90.0,30.0,38.0,78.9,518.0,144.0,11.0,15.0,73.3,18.0,20.0,90.0,0.0,2.0,0.0,0,0.0,0.0,2.0,2.0,1.0,4.0,12/03/2017,Southampton,Bournemouth
4087,James Ward-Prowse,16.0,eng ENG,RW,23-032,45.0,16.0,19.0,84.2,289.0,70.0,10.0,10.0,100.0,4.0,6.0,66.7,2.0,3.0,66.7,0,0.1,2.0,0.0,1.0,0.0,1.0,12/03/2017,Southampton,Bournemouth
4088,Nathan Redmond,22.0,eng ENG,RW,23-272,45.0,15.0,19.0,78.9,307.0,84.0,7.0,8.0,87.5,5.0,7.0,71.4,3.0,4.0,75.0,1,0.3,2.0,0.0,3.0,1.0,4.0,12/03/2017,Southampton,Bournemouth
4089,DuÅ¡an TadiÄ,11.0,rs SRB,AM,29-013,74.0,24.0,33.0,72.7,403.0,81.0,13.0,15.0,86.7,9.0,13.0,69.2,2.0,3.0,66.7,0,0.1,1.0,5.0,0.0,0.0,3.0,12/03/2017,Southampton,Bournemouth
4090,Mario Lemina,18.0,ga GAB,AM,24-093,16.0,4.0,4.0,100.0,52.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,Southampton,Bournemouth
4091,Steven Davis,8.0,nir NIR,CM,32-336,85.0,57.0,69.0,82.6,1224.0,342.0,19.0,21.0,90.5,26.0,27.0,96.3,11.0,17.0,64.7,0,0.0,0.0,9.0,3.0,0.0,11.0,12/03/2017,Southampton,Bournemouth
4092,Manolo Gabbiadini,20.0,it ITA,CM,26-007,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,,12/03/2017,Southampton,Bournemouth
4093,Oriol Romeu,14.0,es ESP,CM,26-070,90.0,56.0,67.0,83.6,999.0,312.0,26.0,29.0,89.7,23.0,26.0,88.5,6.0,9.0,66.7,0,0.0,0.0,6.0,0.0,0.0,9.0,12/03/2017,Southampton,Bournemouth
4094,Ryan Bertrand,21.0,eng ENG,LB,28-120,90.0,34.0,46.0,73.9,567.0,290.0,19.0,22.0,86.4,12.0,17.0,70.6,3.0,7.0,42.9,0,0.3,3.0,2.0,4.0,1.0,8.0,12/03/2017,Southampton,Bournemouth
4095,Wesley Hoedt,6.0,nl NED,CB,23-272,90.0,38.0,44.0,86.4,851.0,344.0,14.0,14.0,100.0,16.0,16.0,100.0,8.0,14.0,57.1,0,0.0,0.0,7.0,0.0,0.0,7.0,12/03/2017,Southampton,Bournemouth
4096,Virgil van Dijk,17.0,nl NED,CB,26-148,90.0,37.0,43.0,86.0,777.0,297.0,15.0,17.0,88.2,15.0,15.0,100.0,7.0,11.0,63.6,0,0.0,1.0,3.0,0.0,0.0,6.0,12/03/2017,Southampton,Bournemouth
4097,JÃ©rÃ©my Pied,26.0,fr FRA,RB,28-283,90.0,43.0,50.0,86.0,788.0,332.0,19.0,23.0,82.6,17.0,18.0,94.4,6.0,8.0,75.0,0,0.2,1.0,5.0,2.0,1.0,5.0,12/03/2017,Southampton,Bournemouth
4098,Fraser Forster,44.0,eng ENG,GK,29-261,90.0,17.0,25.0,68.0,788.0,662.0,1.0,1.0,100.0,4.0,4.0,100.0,12.0,20.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,Southampton,Bournemouth
4099,Sergio AgÃ¼ero,10.0,ar ARG,FW,29-184,85.0,25.0,33.0,75.8,343.0,46.0,17.0,22.0,77.3,7.0,9.0,77.8,1.0,2.0,50.0,0,0.0,1.0,1.0,1.0,0.0,1.0,12/03/2017,Manchester City,West Ham
4100,Fernandinho,25.0,br BRA,DM,32-213,5.0,9.0,10.0,90.0,134.0,33.0,6.0,7.0,85.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,1.0,0.0,0.0,1.0,12/03/2017,Manchester City,West Ham
4101,Leroy SanÃ©,19.0,de GER,"LW,LM",21-326,90.0,39.0,54.0,72.2,638.0,99.0,22.0,28.0,78.6,14.0,19.0,73.7,3.0,6.0,50.0,0,0.2,3.0,0.0,2.0,0.0,2.0,12/03/2017,Manchester City,West Ham
4102,Bernardo Silva,20.0,pt POR,LM,23-115,,1.0,2.0,50.0,2.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,Manchester City,West Ham
4103,Raheem Sterling,7.0,eng ENG,"RW,RM",22-360,90.0,44.0,54.0,81.5,560.0,127.0,29.0,33.0,87.9,13.0,16.0,81.3,1.0,4.0,25.0,0,0.1,1.0,0.0,2.0,1.0,1.0,12/03/2017,Manchester City,West Ham
4104,David Silva,21.0,es ESP,CM,31-329,90.0,82.0,97.0,84.5,1283.0,280.0,42.0,50.0,84.0,32.0,35.0,91.4,4.0,6.0,66.7,0,0.3,6.0,6.0,7.0,0.0,11.0,12/03/2017,Manchester City,West Ham
4105,Kevin De Bruyne,17.0,be BEL,CM,26-158,90.0,100.0,118.0,84.7,2040.0,541.0,36.0,41.0,87.8,44.0,49.0,89.8,19.0,24.0,79.2,1,0.5,4.0,10.0,6.0,0.0,15.0,12/03/2017,Manchester City,West Ham
4106,Fabian Delph,18.0,eng ENG,"DM,LB",28-012,90.0,93.0,102.0,91.2,1875.0,387.0,30.0,32.0,93.8,52.0,56.0,92.9,11.0,12.0,91.7,0,0.1,2.0,9.0,2.0,0.0,9.0,12/03/2017,Manchester City,West Ham
4107,Danilo,3.0,br BRA,LB,26-141,45.0,38.0,45.0,84.4,536.0,199.0,24.0,25.0,96.0,14.0,18.0,77.8,0.0,1.0,0.0,0,0.0,0.0,3.0,2.0,0.0,5.0,12/03/2017,Manchester City,West Ham
4108,Gabriel Jesus,33.0,br BRA,FW,20-244,45.0,19.0,21.0,90.5,250.0,40.0,12.0,13.0,92.3,5.0,5.0,100.0,0.0,0.0,,1,0.6,1.0,1.0,0.0,0.0,1.0,12/03/2017,Manchester City,West Ham
4109,NicolÃ¡s Otamendi,30.0,ar ARG,CB,29-294,90.0,72.0,79.0,91.1,1500.0,477.0,19.0,20.0,95.0,45.0,48.0,93.8,8.0,11.0,72.7,0,0.0,0.0,14.0,0.0,0.0,9.0,12/03/2017,Manchester City,West Ham
4110,Eliaquim Mangala,15.0,fr FRA,CB,26-293,90.0,55.0,58.0,94.8,1078.0,331.0,18.0,18.0,100.0,30.0,32.0,93.8,7.0,8.0,87.5,0,0.0,0.0,7.0,0.0,0.0,3.0,12/03/2017,Manchester City,West Ham
4111,Kyle Walker,2.0,eng ENG,"RB,CB",27-189,90.0,80.0,89.0,89.9,1436.0,520.0,38.0,39.0,97.4,35.0,41.0,85.4,7.0,9.0,77.8,0,0.2,3.0,8.0,3.0,0.0,13.0,12/03/2017,Manchester City,West Ham
4112,Ederson,31.0,br BRA,GK,24-108,90.0,22.0,23.0,95.7,680.0,433.0,1.0,1.0,100.0,15.0,15.0,100.0,6.0,7.0,85.7,0,0.0,0.0,1.0,0.0,0.0,0.0,12/03/2017,Manchester City,West Ham
4113,Michail Antonio,30.0,eng ENG,"RM,FW",27-250,88.0,9.0,18.0,50.0,176.0,0.0,6.0,6.0,100.0,0.0,3.0,0.0,2.0,7.0,28.6,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,West Ham,Manchester City
4114,AndrÃ© Ayew,20.0,gh GHA,RW,27-351,2.0,1.0,1.0,100.0,7.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,West Ham,Manchester City
4115,Manuel Lanzini,10.0,ar ARG,FW,24-291,69.0,31.0,33.0,93.9,528.0,122.0,12.0,13.0,92.3,11.0,11.0,100.0,5.0,6.0,83.3,0,0.0,0.0,2.0,0.0,0.0,1.0,12/03/2017,West Ham,Manchester City
4116,Marko ArnautoviÄ,7.0,at AUT,FW,28-228,21.0,7.0,10.0,70.0,107.0,41.0,2.0,2.0,100.0,4.0,7.0,57.1,0.0,0.0,,0,0.1,1.0,1.0,0.0,0.0,1.0,12/03/2017,West Ham,Manchester City
4117,Arthur Masuaku,26.0,cd COD,LM,24-026,90.0,20.0,33.0,60.6,328.0,153.0,7.0,7.0,100.0,7.0,13.0,53.8,3.0,7.0,42.9,0,0.0,0.0,0.0,0.0,0.0,4.0,12/03/2017,West Ham,Manchester City
4118,Pedro Obiang,14.0,gq EQG,"DM,CM",25-251,90.0,20.0,23.0,87.0,300.0,158.0,10.0,11.0,90.9,8.0,10.0,80.0,1.0,1.0,100.0,0,0.0,1.0,3.0,0.0,0.0,3.0,12/03/2017,West Ham,Manchester City
4119,Cheikhou KouyatÃ©,8.0,sn SEN,CM,27-347,43.0,8.0,15.0,53.3,113.0,63.0,6.0,9.0,66.7,2.0,4.0,50.0,0.0,1.0,0.0,0,0.3,1.0,2.0,0.0,0.0,2.0,12/03/2017,West Ham,Manchester City
4120,Diafra Sakho,15.0,sn SEN,FW,27-344,47.0,3.0,5.0,60.0,22.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12/03/2017,West Ham,Manchester City
4121,Pablo Zabaleta,5.0,ar ARG,"RB,RM",32-321,90.0,15.0,25.0,60.0,302.0,187.0,2.0,5.0,40.0,8.0,11.0,72.7,3.0,5.0,60.0,0,0.0,0.0,2.0,0.0,0.0,1.0,12/03/2017,West Ham,Manchester City
4122,Edimilson Fernandes,31.0,ch SUI,DM,21-232,90.0,15.0,20.0,75.0,255.0,112.0,7.0,8.0,87.5,5.0,5.0,100.0,3.0,6.0,50.0,0,0.1,1.0,2.0,1.0,0.0,1.0,12/03/2017,West Ham,Manchester City
4123,Aaron Cresswell,3.0,eng ENG,"LB,CB",27-353,90.0,12.0,22.0,54.5,260.0,121.0,5.0,5.0,100.0,3.0,8.0,37.5,4.0,9.0,44.4,1,0.1,1.0,0.0,1.0,1.0,0.0,12/03/2017,West Ham,Manchester City
4124,Angelo Ogbonna,21.0,it ITA,CB,29-194,90.0,7.0,9.0,77.8,185.0,61.0,2.0,3.0,66.7,4.0,5.0,80.0,1.0,1.0,100.0,0,0.0,1.0,1.0,0.0,0.0,0.0,12/03/2017,West Ham,Manchester City
4125,Declan Rice,41.0,eng ENG,CB,18-323,90.0,9.0,14.0,64.3,270.0,59.0,1.0,2.0,50.0,4.0,5.0,80.0,4.0,7.0,57.1,0,0.0,0.0,1.0,0.0,0.0,0.0,12/03/2017,West Ham,Manchester City
4126,AdriÃ¡n,13.0,es ESP,GK,30-334,90.0,9.0,25.0,36.0,514.0,434.0,0.0,0.0,,0.0,0.0,,9.0,25.0,36.0,0,0.0,0.0,1.0,0.0,0.0,0.0,12/03/2017,West Ham,Manchester City
4127,Marko ArnautoviÄ,7.0,at AUT,FW,28-234,69.0,10.0,12.0,83.3,115.0,18.0,7.0,7.0,100.0,2.0,4.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,12/09/2017,West Ham,Chelsea
4128,Diafra Sakho,15.0,sn SEN,FW,27-350,21.0,5.0,8.0,62.5,102.0,24.0,3.0,3.0,100.0,1.0,2.0,50.0,1.0,3.0,33.3,0,0.0,0.0,1.0,0.0,0.0,1.0,12/09/2017,West Ham,Chelsea
4129,Michail Antonio,30.0,eng ENG,FW,27-256,79.0,22.0,31.0,71.0,281.0,25.0,16.0,19.0,84.2,5.0,9.0,55.6,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12/09/2017,West Ham,Chelsea
4130,AndrÃ© Ayew,20.0,gh GHA,FW,27-357,11.0,2.0,5.0,40.0,16.0,5.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12/09/2017,West Ham,Chelsea
4131,Manuel Lanzini,10.0,ar ARG,FW,24-297,90.0,40.0,48.0,83.3,615.0,130.0,21.0,21.0,100.0,14.0,17.0,82.4,3.0,8.0,37.5,1,0.0,1.0,4.0,2.0,0.0,4.0,12/09/2017,West Ham,Chelsea
4132,Mark Noble,16.0,eng ENG,CM,30-215,90.0,26.0,39.0,66.7,377.0,96.0,14.0,16.0,87.5,12.0,16.0,75.0,0.0,7.0,0.0,0,0.0,0.0,1.0,0.0,0.0,3.0,12/09/2017,West Ham,Chelsea
4133,Pedro Obiang,14.0,gq EQG,DM,25-257,90.0,13.0,15.0,86.7,263.0,66.0,3.0,3.0,100.0,9.0,10.0,90.0,1.0,1.0,100.0,0,0.1,2.0,0.0,0.0,0.0,1.0,12/09/2017,West Ham,Chelsea
4134,Arthur Masuaku,26.0,cd COD,WB,24-032,90.0,28.0,44.0,63.6,390.0,165.0,20.0,24.0,83.3,8.0,13.0,61.5,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,12/09/2017,West Ham,Chelsea
4135,Pablo Zabaleta,5.0,ar ARG,WB,32-327,90.0,12.0,24.0,50.0,192.0,131.0,6.0,8.0,75.0,6.0,10.0,60.0,0.0,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,12/09/2017,West Ham,Chelsea
4136,Aaron Cresswell,3.0,eng ENG,CB,27-359,90.0,26.0,34.0,76.5,727.0,427.0,8.0,8.0,100.0,9.0,12.0,75.0,9.0,13.0,69.2,0,0.0,1.0,5.0,2.0,0.0,3.0,12/09/2017,West Ham,Chelsea
4137,Angelo Ogbonna,21.0,it ITA,CB,29-200,90.0,13.0,14.0,92.9,239.0,57.0,5.0,5.0,100.0,7.0,7.0,100.0,1.0,2.0,50.0,0,0.0,1.0,0.0,1.0,0.0,1.0,12/09/2017,West Ham,Chelsea
4138,Winston Reid,2.0,nz NZL,CB,29-159,90.0,17.0,24.0,70.8,314.0,123.0,10.0,11.0,90.9,4.0,5.0,80.0,3.0,8.0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,12/09/2017,West Ham,Chelsea
4139,AdriÃ¡n,13.0,es ESP,GK,30-340,90.0,6.0,20.0,30.0,309.0,252.0,0.0,0.0,,1.0,2.0,50.0,5.0,18.0,27.8,0,0.0,0.0,0.0,0.0,0.0,0.0,12/09/2017,West Ham,Chelsea
4140,Ãlvaro Morata,9.0,es ESP,FW,25-047,90.0,21.0,30.0,70.0,307.0,20.0,7.0,9.0,77.8,9.0,13.0,69.2,2.0,4.0,50.0,0,0.2,3.0,0.0,0.0,0.0,0.0,12/09/2017,Chelsea,West Ham
4141,Eden Hazard,10.0,be BEL,"FW,AM",26-336,90.0,60.0,66.0,90.9,1009.0,232.0,39.0,43.0,90.7,11.0,12.0,91.7,8.0,9.0,88.9,0,0.0,1.0,4.0,4.0,0.0,9.0,12/09/2017,Chelsea,West Ham
4142,TiemouÃ© Bakayoko,14.0,fr FRA,CM,23-114,45.0,20.0,23.0,87.0,242.0,38.0,12.0,15.0,80.0,3.0,3.0,100.0,2.0,2.0,100.0,0,0.0,0.0,1.0,0.0,0.0,2.0,12/09/2017,Chelsea,West Ham
4143,Pedro,11.0,es ESP,"LW,CM",30-134,45.0,22.0,26.0,84.6,394.0,114.0,9.0,11.0,81.8,11.0,11.0,100.0,2.0,4.0,50.0,0,0.0,0.0,2.0,1.0,0.0,5.0,12/09/2017,Chelsea,West Ham
4144,N'Golo KantÃ©,7.0,fr FRA,CM,26-255,90.0,80.0,86.0,93.0,1521.0,351.0,28.0,29.0,96.6,40.0,42.0,95.2,10.0,12.0,83.3,0,0.1,2.0,12.0,4.0,0.0,11.0,12/09/2017,Chelsea,West Ham
4145,Cesc FÃ bregas,4.0,es ESP,CM,30-219,90.0,69.0,91.0,75.8,1161.0,448.0,31.0,37.0,83.8,28.0,33.0,84.8,7.0,15.0,46.7,0,0.2,3.0,7.0,1.0,0.0,9.0,12/09/2017,Chelsea,West Ham
4146,Marcos Alonso,3.0,es ESP,WB,26-346,55.0,38.0,45.0,84.4,672.0,177.0,14.0,15.0,93.3,21.0,23.0,91.3,3.0,6.0,50.0,0,0.0,1.0,0.0,1.0,0.0,5.0,12/09/2017,Chelsea,West Ham
4147,Victor Moses,15.0,ng NGA,"RB,WB",26-362,35.0,15.0,24.0,62.5,231.0,67.0,9.0,12.0,75.0,5.0,9.0,55.6,1.0,3.0,33.3,0,0.0,0.0,1.0,0.0,0.0,1.0,12/09/2017,Chelsea,West Ham
4148,Davide Zappacosta,21.0,it ITA,WB,25-181,64.0,31.0,37.0,83.8,437.0,181.0,17.0,18.0,94.4,11.0,12.0,91.7,2.0,4.0,50.0,0,0.2,2.0,1.0,1.0,1.0,3.0,12/09/2017,Chelsea,West Ham
4149,Willian,22.0,br BRA,RW,29-122,26.0,13.0,17.0,76.5,169.0,36.0,7.0,9.0,77.8,4.0,6.0,66.7,1.0,1.0,100.0,0,0.0,0.0,1.0,0.0,0.0,2.0,12/09/2017,Chelsea,West Ham
4150,Gary Cahill,24.0,eng ENG,CB,31-355,90.0,64.0,72.0,88.9,1254.0,446.0,13.0,13.0,100.0,42.0,48.0,87.5,6.0,8.0,75.0,0,0.0,0.0,6.0,0.0,0.0,1.0,12/09/2017,Chelsea,West Ham
4151,Andreas Christensen,27.0,dk DEN,CB,21-243,90.0,65.0,76.0,85.5,1696.0,479.0,10.0,14.0,71.4,31.0,37.0,83.8,24.0,25.0,96.0,0,0.0,0.0,10.0,0.0,0.0,8.0,12/09/2017,Chelsea,West Ham
